location_code,latitude,longitude,sampleid,time,temp,akashiwo_sanguinea,alexandrium_spp,dinophysis_spp,lingulodinium_polyedra,prorocentrum_spp,pseudo_nitzschia_delicatissima_group,pseudo_nitzschia_seriata_group,ceratium_spp,cochlodinium_spp,gymnodinium_spp,other_diatoms,other_dinoflagellates,total_phytoplankton,sample_date,week_start,year,month
BML,38.31613,-123.0705,212.0,2024-05-13 20:04:00+00:00,12.0,0.0,0.0,0.0,0.0,0.0,118.0,789.0,0.0,0.0,0.0,52489.0,957.0,54353.0,2024-05-13,2024-05-13,2024,5
BML,38.31613,-123.0705,213.0,2024-05-16 18:30:00+00:00,,0.0,0.0,0.0,0.0,0.0,541.0,691.0,0.0,0.0,0.0,66649.0,150.0,68031.0,2024-05-16,2024-05-13,2024,5
BML,38.31613,-123.0705,214.0,2024-05-20 18:35:00+00:00,11.5,0.0,0.0,0.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,5463.0,39.0,5711.0,2024-05-20,2024-05-20,2024,5
BML,38.31613,-123.0705,215.0,2024-05-28 21:13:00+00:00,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9477.0,0.0,9477.0,2024-05-28,2024-05-27,2024,5
BML,38.31613,-123.0705,216.0,2024-06-03 21:01:00+00:00,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961.0,0.0,961.0,2024-06-03,2024-06-03,2024,6
BML,38.31613,-123.0705,217.0,2024-06-10 21:04:00+00:00,10.8,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,3630.0,9.0,3669.0,2024-06-10,2024-06-10,2024,6
BML,38.31613,-123.0705,218.0,2024-06-17 19:02:00+00:00,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,7.0,1123.0,2024-06-17,2024-06-17,2024,6
BML,38.31613,-123.0705,219.0,2024-06-24 19:05:00+00:00,11.1,0.0,0.0,0.0,0.0,0.0,0.0,1076.0,0.0,0.0,0.0,71897.0,0.0,72973.0,2024-06-24,2024-06-24,2024,6
BML,38.31613,-123.0705,220.0,2024-07-01 19:03:00+00:00,9.6,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,9426.0,0.0,9493.0,2024-07-01,2024-07-01,2024,7
BML,38.31613,-123.0705,221.0,2024-07-08 19:47:00+00:00,14.9,0.0,0.0,3.0,0.0,13.0,16.0,0.0,0.0,0.0,0.0,1972.0,0.0,2005.0,2024-07-08,2024-07-08,2024,7
BML,38.31613,-123.0705,222.0,2024-07-15 20:19:00+00:00,16.2,0.0,688.0,42.0,0.0,922.0,65.0,0.0,0.0,0.0,145.0,557.0,1923.0,4342.0,2024-07-15,2024-07-15,2024,7
BML,38.31613,-123.0705,223.0,2024-07-25 19:18:00+00:00,13.9,0.0,1800.0,59.0,0.0,311.0,519.0,585.0,0.0,0.0,0.0,6911.0,89.0,10274.0,2024-07-25,2024-07-22,2024,7
BML,38.31613,-123.0705,224.0,2024-07-29 19:44:00+00:00,11.3,0.0,0.0,0.0,0.0,162.0,194.0,26.0,0.0,0.0,0.0,4790.0,0.0,5172.0,2024-07-29,2024-07-29,2024,7
BML,38.31613,-123.0705,225.0,2024-08-05 18:37:00+00:00,10.1,0.0,0.0,0.0,0.0,7.0,43.0,17.0,0.0,0.0,0.0,1495.0,2.0,1565.0,2024-08-05,2024-08-05,2024,8
BML,38.31613,-123.0705,226.0,2024-08-12 18:22:00+00:00,10.4,0.0,0.0,4.0,0.0,4.0,358.0,201.0,0.0,0.0,0.0,2048.0,0.0,2615.0,2024-08-12,2024-08-12,2024,8
BML,38.31613,-123.0705,227.0,2024-08-19 21:37:00+00:00,12.4,0.0,19.0,0.0,0.0,0.0,12150.0,26.0,0.0,0.0,0.0,3587.0,13.0,15795.0,2024-08-19,2024-08-19,2024,8
BML,38.31613,-123.0705,228.0,2024-08-27 19:33:00+00:00,13.3,0.0,15.0,0.0,0.0,0.0,18038.0,0.0,0.0,0.0,0.0,951.0,61.0,19065.0,2024-08-27,2024-08-26,2024,8
BML,38.31613,-123.0705,229.0,2024-08-28 21:26:00+00:00,14.9,0.0,304.0,64.0,32.0,16.0,33863.0,0.0,80.0,0.0,64.0,1506.0,176.0,36107.0,2024-08-28,2024-08-26,2024,8
BML,38.31613,-123.0705,230.0,2024-09-03 18:12:00+00:00,14.4,0.0,647.0,69.0,0.0,16.0,164.0,0.0,0.0,0.0,16.0,398.0,143.0,1458.0,2024-09-03,2024-09-02,2024,9
BML,38.31613,-123.0705,231.0,2024-09-09 18:54:00+00:00,12.1,0.0,34.0,0.0,0.0,0.0,523.0,0.0,0.0,0.0,0.0,376.0,24.0,957.0,2024-09-09,2024-09-09,2024,9
BML,38.31613,-123.0705,232.0,2024-09-16 17:56:00+00:00,10.3,0.0,0.0,0.0,0.0,0.0,612.0,0.0,0.0,0.0,0.0,1205.0,0.0,1817.0,2024-09-16,2024-09-16,2024,9
BML,38.31613,-123.0705,233.0,2024-09-23 17:45:00+00:00,13.5,0.0,0.0,0.0,0.0,72.0,0.0,0.0,4.0,0.0,4.0,681.0,4.0,765.0,2024-09-23,2024-09-23,2024,9
BML,38.31613,-123.0705,234.0,2024-09-30 16:20:00+00:00,,0.0,162.0,42.0,0.0,114.0,0.0,0.0,13354.0,0.0,0.0,24.0,30.0,13726.0,2024-09-30,2024-09-30,2024,9
BML,38.31613,-123.0705,235.0,2024-09-30 20:14:00+00:00,15.0,0.0,1119.0,365.0,0.0,875.0,0.0,0.0,26605.0,0.0,36.0,231.0,12.0,29243.0,2024-09-30,2024-09-30,2024,9
BML,38.31613,-123.0705,236.0,2024-10-07 18:05:00+00:00,14.3,0.0,0.0,60.0,0.0,165.0,0.0,0.0,199.0,0.0,101.0,3057.0,11.0,3593.0,2024-10-07,2024-10-07,2024,10
BML,38.31613,-123.0705,237.0,2024-10-14 19:35:00+00:00,13.3,0.0,0.0,28.0,0.0,192.0,3.0,5.0,38.0,0.0,95.0,1320.0,23.0,1703.0,2024-10-14,2024-10-14,2024,10
BML,38.31613,-123.0705,238.0,2024-10-21 17:36:00+00:00,12.5,0.0,14.0,0.0,0.0,59.0,0.0,0.0,14.0,0.0,0.0,3311.0,0.0,3397.0,2024-10-21,2024-10-21,2024,10
BML,38.31613,-123.0705,239.0,2024-10-21 19:45:00+00:00,12.5,0.0,5983.0,187.0,0.0,3179.0,561.0,1683.0,23185.0,0.0,0.0,6170.0,561.0,41508.0,2024-10-21,2024-10-21,2024,10
BML,38.31613,-123.0705,240.0,2024-10-28 18:30:00+00:00,12.9,0.0,0.0,841.0,0.0,15145.0,280.0,561.0,184541.0,0.0,0.0,1122.0,280.0,202771.0,2024-10-28,2024-10-28,2024,10
BML,38.31613,-123.0705,241.0,2024-10-28 18:40:00+00:00,12.9,0.0,0.0,24.0,0.0,1147.0,73.0,122.0,20287.0,0.0,0.0,220.0,37.0,21911.0,2024-10-28,2024-10-28,2024,10
BML,38.31613,-123.0705,242.0,2024-11-04 22:45:00+00:00,12.0,0.0,0.0,107.0,0.0,7906.0,0.0,160.0,19231.0,0.0,0.0,2137.0,0.0,29542.0,2024-11-04,2024-11-04,2024,11
BML,38.31613,-123.0705,243.0,2024-11-04 22:55:00+00:00,12.0,0.0,4.0,8.0,0.0,654.0,0.0,0.0,1079.0,0.0,0.0,288.0,17.0,2050.0,2024-11-04,2024-11-04,2024,11
BML,38.31613,-123.0705,244.0,2024-11-11 19:20:00+00:00,11.5,0.0,0.0,0.0,0.0,4026.0,168.0,0.0,27448.0,0.0,0.0,1174.0,0.0,32837.0,2024-11-11,2024-11-11,2024,11
BML,38.31613,-123.0705,245.0,2024-11-18 22:42:00+00:00,11.3,0.0,0.0,0.0,0.0,994.0,0.0,5.0,3379.0,0.0,0.0,119.0,0.0,4497.0,2024-11-18,2024-11-18,2024,11
BML,38.31613,-123.0705,246.0,2024-11-25 19:41:00+00:00,12.6,0.0,0.0,5.0,0.0,167.0,0.0,0.0,24.0,0.0,0.0,19.0,0.0,215.0,2024-11-25,2024-11-25,2024,11
BML,38.31613,-123.0705,247.0,2024-12-09 21:15:00+00:00,12.1,0.0,0.0,0.0,0.0,7.0,26.0,0.0,7.0,0.0,0.0,1104.0,0.0,1143.0,2024-12-09,2024-12-09,2024,12
BML,38.31613,-123.0705,248.0,2024-12-17 22:45:00+00:00,12.4,0.0,5.0,0.0,0.0,59152.0,0.0,0.0,154018.0,0.0,0.0,0.0,0.0,213170.0,2024-12-17,2024-12-16,2024,12
BML,38.31613,-123.0705,249.0,2024-12-26 19:53:00+00:00,12.3,0.0,0.0,38.0,0.0,3804.0,0.0,0.0,1043.0,0.0,0.0,123.0,28.0,5037.0,2024-12-26,2024-12-23,2024,12
BML,38.31613,-123.0705,250.0,2024-12-30 21:15:00+00:00,12.6,0.0,0.0,91.0,0.0,12080.0,0.0,0.0,508.0,0.0,0.0,159.0,53.0,12892.0,2024-12-30,2024-12-30,2024,12
BML,38.31613,-123.0705,251.0,2025-01-06 19:29:00+00:00,12.4,0.0,0.0,89.0,0.0,18652.0,0.0,0.0,19496.0,0.0,0.0,104.0,193.0,38533.0,2025-01-06,2025-01-06,2025,1
BML,38.31613,-123.0705,252.0,2025-01-13 20:51:00+00:00,11.8,0.0,0.0,12.0,0.0,438.0,0.0,0.0,69.0,0.0,0.0,608.0,8.0,1094.0,2025-01-13,2025-01-13,2025,1
BML,38.31613,-123.0705,253.0,2025-01-17 19:48:00+00:00,11.8,0.0,0.0,97.0,0.0,4241.0,0.0,58.0,18319.0,0.0,0.0,4241.0,174.0,27731.0,2025-01-17,2025-01-13,2025,1
BML,38.31613,-123.0705,254.0,2025-01-21 22:13:00+00:00,12.0,0.0,0.0,0.0,0.0,947.0,0.0,0.0,95.0,0.0,0.0,825.0,14.0,1880.0,2025-01-21,2025-01-20,2025,1
BML,38.31613,-123.0705,255.0,2025-01-29 21:40:00+00:00,11.7,0.0,0.0,0.0,0.0,886.0,0.0,0.0,227.0,0.0,0.0,21.0,124.0,1257.0,2025-01-29,2025-01-27,2025,1
BML,38.31613,-123.0705,256.0,2025-02-03 19:49:00+00:00,12.1,0.0,0.0,28.0,0.0,1948.0,0.0,0.0,2615.0,0.0,0.0,61.0,298.0,4949.0,2025-02-03,2025-02-03,2025,2
BML,38.31613,-123.0705,257.0,2025-02-11 20:52:00+00:00,11.2,0.0,0.0,0.0,0.0,39.0,0.0,0.0,5.0,0.0,0.0,311.0,8.0,364.0,2025-02-11,2025-02-10,2025,2
BML,38.31613,-123.0705,258.0,2025-02-18 19:30:00+00:00,11.5,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,266.0,54.0,328.0,2025-02-18,2025-02-17,2025,2
BML,38.31613,-123.0705,259.0,2025-02-21 19:25:00+00:00,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,454.0,6.0,463.0,2025-02-21,2025-02-17,2025,2
BML,38.31613,-123.0705,260.0,2025-02-24 20:24:00+00:00,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,434.0,26.0,481.0,2025-02-24,2025-02-24,2025,2
BML,38.31613,-123.0705,261.0,2025-03-03 19:04:00+00:00,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,514.0,54.0,574.0,2025-03-03,2025-03-03,2025,3
BML,38.31613,-123.0705,262.0,2025-03-10 19:03:00+00:00,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3616.0,0.0,3616.0,2025-03-10,2025-03-10,2025,3
BML,38.31613,-123.0705,263.0,2025-03-17 18:12:00+00:00,11.5,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,1335.0,18.0,1374.0,2025-03-17,2025-03-17,2025,3
BML,38.31613,-123.0705,264.0,2025-03-19 18:25:00+00:00,11.0,0.0,0.0,6.0,0.0,6.0,929.0,112.0,0.0,0.0,0.0,10564.0,93.0,11711.0,2025-03-19,2025-03-17,2025,3
BML,38.31613,-123.0705,265.0,2025-03-24 19:02:00+00:00,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877.0,0.0,877.0,2025-03-24,2025-03-24,2025,3
BML,38.31613,-123.0705,266.0,2025-03-31 18:37:00+00:00,12.4,0.0,0.0,0.0,0.0,0.0,105.0,512.0,0.0,0.0,0.0,7725.0,24.0,8366.0,2025-03-31,2025-03-31,2025,3
BML,38.31613,-123.0705,267.0,2025-04-07 18:42:00+00:00,11.6,0.0,0.0,0.0,0.0,0.0,7.0,33.0,0.0,0.0,0.0,1550.0,10.0,1600.0,2025-04-07,2025-04-07,2025,4
BML,38.31613,-123.0705,268.0,2025-04-14 18:40:00+00:00,10.6,0.0,0.0,0.0,0.0,0.0,13.0,39.0,0.0,0.0,0.0,1680.0,0.0,1733.0,2025-04-14,2025-04-14,2025,4
BML,38.31613,-123.0705,269.0,2025-04-21 18:55:00+00:00,12.5,0.0,0.0,0.0,0.0,0.0,13.0,54.0,0.0,0.0,0.0,841.0,4.0,920.0,2025-04-21,2025-04-21,2025,4
BML,38.31613,-123.0705,270.0,2025-04-28 19:51:00+00:00,10.5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,342.0,4.0,357.0,2025-04-28,2025-04-28,2025,4
BML,38.31613,-123.0705,271.0,2025-05-05 18:56:00+00:00,10.1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,828.0,0.0,839.0,2025-05-05,2025-05-05,2025,5
BML,38.31613,-123.0705,272.0,2025-05-13 19:44:00+00:00,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2656.0,0.0,2656.0,2025-05-13,2025-05-12,2025,5
BML,38.31613,-123.0705,273.0,2025-05-19 19:46:00+00:00,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,224.0,2025-05-19,2025-05-19,2025,5
BML,38.31613,-123.0705,274.0,2025-05-27 20:41:00+00:00,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,208.0,2025-05-27,2025-05-26,2025,5
BML,38.31613,-123.0705,275.0,2025-06-02 19:05:00+00:00,10.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,302.0,0.0,304.0,2025-06-02,2025-06-02,2025,6
BML,38.31613,-123.0705,276.0,2025-06-09 18:16:00+00:00,13.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71.0,8.0,80.0,2025-06-09,2025-06-09,2025,6
BML,38.31613,-123.0705,277.0,2025-06-17 18:55:00+00:00,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2072.0,1.0,2073.0,2025-06-17,2025-06-16,2025,6
BML,38.31613,-123.0705,278.0,2025-06-23 20:11:00+00:00,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2353.0,0.0,2353.0,2025-06-23,2025-06-23,2025,6
BML,38.31613,-123.0705,279.0,2025-06-30 18:35:00+00:00,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3027.0,100.0,3126.0,2025-06-30,2025-06-30,2025,6
BML,38.31613,-123.0705,280.0,2025-07-07 18:15:00+00:00,11.2,0.0,0.0,0.0,0.0,0.0,37.0,17.0,0.0,0.0,0.0,1379.0,8.0,1442.0,2025-07-07,2025-07-07,2025,7
BML,38.31613,-123.0705,281.0,2025-07-14 18:24:00+00:00,14.1,0.0,0.0,0.0,0.0,15.0,117.0,136.0,0.0,0.0,0.0,906.0,26.0,1200.0,2025-07-14,2025-07-14,2025,7
BML,38.31613,-123.0705,282.0,2025-07-21 19:38:00+00:00,12.0,0.0,0.0,15.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,282.0,3.0,307.0,2025-07-21,2025-07-21,2025,7
BML,38.31613,-123.0705,283.0,2025-07-25 18:27:00+00:00,14.7,22.0,14.0,79.0,0.0,36.0,0.0,0.0,22.0,0.0,0.0,880.0,101.0,1154.0,2025-07-25,2025-07-21,2025,7
BML,38.31613,-123.0705,284.0,2025-07-28 18:37:00+00:00,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1530.0,0.0,1530.0,2025-07-28,2025-07-28,2025,7
BML,38.31613,-123.0705,285.0,2025-08-06 18:09:00+00:00,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8125.0,0.0,8125.0,2025-08-06,2025-08-04,2025,8
BML,38.31613,-123.0705,286.0,2025-08-11 20:03:00+00:00,13.8,0.0,44.0,0.0,0.0,44.0,25.0,0.0,0.0,0.0,0.0,2370.0,0.0,2484.0,2025-08-11,2025-08-11,2025,8
BML,38.31613,-123.0705,287.0,2025-08-21 17:55:00+00:00,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5853.0,0.0,5853.0,2025-08-21,2025-08-18,2025,8
BML,38.31613,-123.0705,288.0,2025-08-25 19:15:00+00:00,13.0,0.0,81.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689.0,0.0,800.0,2025-08-25,2025-08-25,2025,8
BML,38.31613,-123.0705,289.0,2025-09-08 18:20:00+00:00,15.3,0.0,47.0,25.0,0.0,106.0,144.0,42.0,17.0,0.0,0.0,1712.0,8.0,2102.0,2025-09-08,2025-09-08,2025,9
BML,38.31613,-123.0705,290.0,2025-09-15 19:13:00+00:00,13.5,0.0,20.0,3.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,285.0,3.0,322.0,2025-09-15,2025-09-15,2025,9
BML,38.31613,-123.0705,291.0,2025-09-22 19:33:00+00:00,14.7,0.0,42.0,16.0,0.0,22.0,69.0,4.0,9.0,0.0,9.0,670.0,13.0,854.0,2025-09-22,2025-09-22,2025,9
BML,38.31613,-123.0705,292.0,2025-09-29 17:50:00+00:00,,6.0,0.0,12.0,0.0,28.0,22.0,9.0,156.0,0.0,44.0,75.0,12.0,365.0,2025-09-29,2025-09-29,2025,9
BML,38.31613,-123.0705,293.0,2025-09-29 19:54:00+00:00,16.2,0.0,17.0,66.0,0.0,382.0,0.0,0.0,183.0,0.0,50.0,365.0,58.0,1121.0,2025-09-29,2025-09-29,2025,9
BML,38.31613,-123.0705,294.0,2025-10-06 21:22:00+00:00,15.5,0.0,92.0,95.0,0.0,82.0,0.0,11.0,53.0,0.0,45.0,79.0,18.0,476.0,2025-10-06,2025-10-06,2025,10
BML,38.31613,-123.0705,295.0,2025-10-14 21:13:00+00:00,16.0,79.0,125.0,306.0,0.0,4425.0,0.0,0.0,3699.0,0.0,1112.0,465.0,57.0,10269.0,2025-10-14,2025-10-13,2025,10
BML,38.31613,-123.0705,296.0,2025-10-20 19:28:00+00:00,17.4,11.0,56.0,26.0,0.0,1178.0,0.0,0.0,281.0,90.0,79.0,26.0,4.0,1751.0,2025-10-20,2025-10-20,2025,10
BML,38.31613,-123.0705,297.0,2025-10-27 19:08:00+00:00,,1.0,0.0,14.0,0.0,313.0,0.0,0.0,51.0,0.0,31.0,58.0,0.0,468.0,2025-10-27,2025-10-27,2025,10
BML,38.31613,-123.0705,298.0,2025-10-29 18:28:00+00:00,,0.0,291.0,83.0,0.0,1849.0,0.0,0.0,2888.0,602.0,727.0,42.0,0.0,6482.0,2025-10-29,2025-10-27,2025,10
BML,38.31613,-123.0705,299.0,2025-11-03 21:29:00+00:00,,0.0,22.0,11.0,0.0,386.0,0.0,0.0,11.0,4.0,39.0,48.0,0.0,521.0,2025-11-03,2025-11-03,2025,11
BML,38.31613,-123.0705,300.0,2025-11-12 18:55:00+00:00,,0.0,706.0,781.0,0.0,3030.0,0.0,0.0,316.0,0.0,3922.0,297.0,130.0,9183.0,2025-11-12,2025-11-10,2025,11
BML,38.31613,-123.0705,301.0,2025-11-18 19:26:00+00:00,15.0,0.0,0.0,45.0,0.0,400.0,0.0,10.0,93.0,0.0,891.0,211.0,14.0,1664.0,2025-11-18,2025-11-17,2025,11
BML,38.31613,-123.0705,302.0,2025-11-24 21:15:00+00:00,15.1,0.0,0.0,148.0,0.0,341.0,0.0,15.0,760.0,0.0,14183.0,153.0,54.0,15654.0,2025-11-24,2025-11-24,2025,11
BML,38.31613,-123.0705,303.0,2025-12-03 22:33:00+00:00,15.0,2.0,0.0,25.0,0.0,46.0,0.0,6.0,12.0,0.0,726.0,36.0,12.0,864.0,2025-12-03,2025-12-01,2025,12
BML,38.31613,-123.0705,304.0,2025-12-12 19:15:00+00:00,14.0,0.0,0.0,33.0,0.0,65.0,4.0,41.0,6.0,0.0,31.0,387.0,7.0,574.0,2025-12-12,2025-12-08,2025,12
BML,38.31613,-123.0705,305.0,2025-12-15 21:26:00+00:00,15.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,6.0,0.0,0.0,225.0,0.0,244.0,2025-12-15,2025-12-15,2025,12
BML,38.31613,-123.0705,306.0,2025-12-22 21:31:00+00:00,15.0,0.0,0.0,24.0,0.0,8.0,0.0,32.0,0.0,0.0,8.0,351.0,0.0,424.0,2025-12-22,2025-12-22,2025,12
BML,38.31613,-123.0705,307.0,2025-12-29 20:10:00+00:00,15.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,0.0,174.0,0.0,198.0,2025-12-29,2025-12-29,2025,12
BML,38.31613,-123.0705,308.0,2025-12-29 20:19:00+00:00,,0.0,0.0,0.0,0.0,0.0,26.0,16.0,0.0,0.0,0.0,166.0,0.0,208.0,2025-12-29,2025-12-29,2025,12
BML,38.31613,-123.0705,309.0,2026-01-06 21:47:00+00:00,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0,0.0,348.0,2026-01-06,2026-01-05,2026,1
BML,38.31613,-123.0705,310.0,2026-01-13 18:16:00+00:00,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.0,0.0,499.0,2026-01-13,2026-01-12,2026,1
BML,38.31613,-123.0705,311.0,2026-01-22 17:35:00+00:00,13.2,0.0,0.0,92.0,0.0,11.0,22.0,11.0,25.0,0.0,0.0,569.0,8.0,739.0,2026-01-22,2026-01-19,2026,1
BML,38.31613,-123.0705,312.0,2026-01-28 19:25:00+00:00,,0.0,0.0,0.0,0.0,0.0,775.0,2324.0,194.0,0.0,0.0,232961.0,0.0,236253.0,2026-01-28,2026-01-26,2026,1
BML,38.31613,-123.0705,313.0,2026-01-28 19:28:00+00:00,13.3,0.0,0.0,75.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,561.0,12.0,749.0,2026-01-28,2026-01-26,2026,1
BML,38.31613,-123.0705,314.0,2026-02-02 23:15:00+00:00,13.9,18.0,0.0,72.0,0.0,18.0,18.0,45.0,0.0,0.0,0.0,917.0,72.0,1160.0,2026-02-02,2026-02-02,2026,2
BML,38.31613,-123.0705,315.0,2026-02-09 22:08:00+00:00,14.0,0.0,0.0,6.0,0.0,6.0,11.0,23.0,3.0,0.0,3.0,821.0,9.0,881.0,2026-02-09,2026-02-09,2026,2
BML,38.31613,-123.0705,316.0,2026-02-18 22:37:00+00:00,13.7,0.0,0.0,3.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,233.0,3.0,254.0,2026-02-18,2026-02-16,2026,2
BML,38.31613,-123.0705,317.0,2026-02-23 20:13:00+00:00,13.4,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,1819.0,0.0,1851.0,2026-02-23,2026-02-23,2026,2
BML,38.31613,-123.0705,318.0,2026-03-02 22:15:00+00:00,15.0,0.0,0.0,46.0,0.0,67.0,0.0,0.0,13.0,0.0,0.0,254.0,17.0,396.0,2026-03-02,2026-03-02,2026,3
BML,38.31613,-123.0705,319.0,2026-03-09 20:31:00+00:00,12.0,0.0,0.0,7.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,1332.0,0.0,1435.0,2026-03-09,2026-03-09,2026,3
