location_code,latitude,longitude,depth,sampleid,time,temp,chl_volume_filtered,avg_chloro,phosphate,silicate,nitrite_nitrate,da_volume_filtered,pda,akashiwo_sanguinea,alexandrium_spp,dinophysis_spp,lingulodinium_polyedra,prorocentrum_spp,pseudo_nitzschia_delicatissima_group,pseudo_nitzschia_seriata_group,ceratium_spp,cochlodinium_spp,gymnodinium_spp,sample_date,week_start,year,month
HAB_MWII,36.603683,-121.889275,5.0,17004.0,2017-01-04 16:15:00+00:00,12.1,25.0,5.68,0.52,6.31,5.37,50.0,0.0138,214.0,428.0,0.0,0.0,0.0,450.0,41412.0,,,,2017-01-04,2017-01-02,2017,1
HAB_MWII,36.603683,-121.889275,5.0,17011.0,2017-01-11 16:15:00+00:00,12.4,25.0,4.99,0.73,8.0,7.23,50.0,0.0012,214.0,642.0,1070.0,0.0,1070.0,0.0,450.0,,,,2017-01-11,2017-01-09,2017,1
HAB_MWII,36.603683,-121.889275,5.0,17018.0,2017-01-18 16:30:00+00:00,12.6,25.0,7.65,0.97,11.56,7.96,50.0,0.0005,0.0,428.0,0.0,0.0,214.0,0.0,0.0,,,,2017-01-18,2017-01-16,2017,1
HAB_MWII,36.603683,-121.889275,5.0,17025.0,2017-01-25 16:15:00+00:00,12.6,25.0,4.2,0.82,11.07,7.35,50.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2017-01-25,2017-01-23,2017,1
HAB_MWII,36.603683,-121.889275,5.0,17032.0,2017-02-01 16:15:00+00:00,13.0,25.0,3.3,0.79,10.67,7.95,50.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2017-02-01,2017-01-30,2017,2
HAB_MWII,36.603683,-121.889275,5.0,17039.0,2017-02-08 16:15:00+00:00,13.2,25.0,2.96,0.71,9.23,5.22,50.0,0.0002,0.0,0.0,214.0,0.0,0.0,0.0,0.0,,,,2017-02-08,2017-02-06,2017,2
HAB_MWII,36.603683,-121.889275,5.0,17046.0,2017-02-15 16:20:00+00:00,14.2,25.0,7.01,0.63,9.11,4.91,50.0,0.0002,0.0,0.0,428.0,0.0,0.0,214.0,428.0,,,,2017-02-15,2017-02-13,2017,2
HAB_MWII,36.603683,-121.889275,5.0,17053.0,2017-02-22 16:20:00+00:00,12.9,25.0,4.17,0.51,8.29,4.34,50.0,0.0002,0.0,0.0,0.0,0.0,214.0,0.0,0.0,,,,2017-02-22,2017-02-20,2017,2
HAB_MWII,36.603683,-121.889275,5.0,17060.0,2017-03-01 16:30:00+00:00,13.6,25.0,6.64,0.68,16.44,7.26,50.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2017-03-01,2017-02-27,2017,3
HAB_MWII,36.603683,-121.889275,5.0,17068.0,2017-03-09 16:15:00+00:00,13.9,25.0,12.21,0.36,5.65,2.83,50.0,0.0,0.0,0.0,0.0,0.0,0.0,675.0,225.0,,,,2017-03-09,2017-03-06,2017,3
HAB_MWII,36.603683,-121.889275,5.0,17074.0,2017-03-15 15:15:00+00:00,14.4,25.0,8.99,0.31,2.15,1.18,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2017-03-15,2017-03-13,2017,3
HAB_MWII,36.603683,-121.889275,5.0,17081.0,2017-03-22 16:00:00+00:00,13.4,25.0,5.65,0.24,1.63,1.34,50.0,0.0009,0.0,0.0,0.0,0.0,0.0,855.0,3421.0,,,,2017-03-22,2017-03-20,2017,3
HAB_MWII,36.603683,-121.889275,5.0,17088.0,2017-03-29 16:00:00+00:00,14.1,25.0,5.6,0.34,4.53,1.83,50.0,0.0024,0.0,0.0,214.0,0.0,0.0,495.0,4456.0,,,,2017-03-29,2017-03-27,2017,3
HAB_MWII,36.603683,-121.889275,5.0,17095.0,2017-04-05 15:30:00+00:00,13.1,25.0,6.79,0.68,12.77,10.69,50.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,,,,2017-04-05,2017-04-03,2017,4
HAB_MWII,36.603683,-121.889275,5.0,17102.0,2017-04-12 15:30:00+00:00,12.8,25.0,18.9,0.45,10.41,4.14,50.0,0.4019,0.0,0.0,214.0,0.0,0.0,3622.0,41648.0,,,,2017-04-12,2017-04-10,2017,4
HAB_MWII,36.603683,-121.889275,5.0,17109.0,2017-04-19 15:30:00+00:00,13.9,25.0,13.12,0.44,4.43,2.61,50.0,0.0757,214.0,0.0,642.0,0.0,0.0,8618.0,34471.0,,,,2017-04-19,2017-04-17,2017,4
HAB_MWII,36.603683,-121.889275,5.0,17123.0,2017-05-03 15:30:00+00:00,14.5,25.0,11.53,1.05,14.58,9.78,50.0,0.0166,214.0,0.0,214.0,0.0,0.0,11713.0,4555.0,,,,2017-05-03,2017-05-01,2017,5
HAB_MWII,36.603683,-121.889275,5.0,17130.0,2017-05-10 15:30:00+00:00,12.5,25.0,5.38,0.89,15.68,8.58,50.0,0.0185,0.0,0.0,0.0,0.0,214.0,745.0,36508.0,,,,2017-05-10,2017-05-08,2017,5
HAB_MWII,36.603683,-121.889275,5.0,17137.0,2017-05-17 15:30:00+00:00,12.7,25.0,12.5,1.05,11.93,7.53,50.0,0.7076,0.0,0.0,0.0,0.0,0.0,16269.0,12025.0,,,,2017-05-17,2017-05-15,2017,5
HAB_MWII,36.603683,-121.889275,5.0,17144.0,2017-05-24 15:15:00+00:00,13.2,25.0,95.5,0.41,6.14,1.07,50.0,0.7076,0.0,0.0,0.0,0.0,0.0,19509.0,305637.0,,,,2017-05-24,2017-05-22,2017,5
HAB_MWII,36.603683,-121.889275,5.0,17151.0,2017-05-31 15:30:00+00:00,14.0,25.0,18.6,0.17,3.1,0.1,50.0,0.3517,0.0,0.0,214.0,0.0,0.0,5621.0,64642.0,,,,2017-05-31,2017-05-29,2017,5
HAB_MWII,36.603683,-121.889275,5.0,17158.0,2017-06-07 16:40:00+00:00,14.1,25.0,37.6,0.6,8.13,5.03,50.0,2.2362,0.0,0.0,214.0,0.0,0.0,6086.0,146059.0,,,,2017-06-07,2017-06-05,2017,6
HAB_MWII,36.603683,-121.889275,5.0,17165.0,2017-06-14 16:30:00+00:00,14.3,25.0,13.56,0.36,3.21,1.68,50.0,0.8473,0.0,0.0,0.0,0.0,0.0,8012.0,72111.0,,,,2017-06-14,2017-06-12,2017,6
HAB_MWII,36.603683,-121.889275,5.0,17179.0,2017-06-28 16:00:00+00:00,16.6,25.0,11.54,0.24,5.21,0.55,50.0,,0.0,0.0,214.0,0.0,214.0,13666.0,83948.0,,,,2017-06-28,2017-06-26,2017,6
HAB_MWII,36.603683,-121.889275,5.0,17186.0,2017-07-05 19:00:00+00:00,15.1,25.0,24.3,0.26,0.87,1.14,50.0,1.2646,214.0,0.0,0.0,0.0,214.0,20829.0,276730.0,,,,2017-07-05,2017-07-03,2017,7
HAB_MWII,36.603683,-121.889275,5.0,17193.0,2017-07-12 15:30:00+00:00,14.4,25.0,22.46,0.41,3.86,1.26,50.0,1.1035,214.0,0.0,0.0,0.0,214.0,8842.0,167996.0,,,,2017-07-12,2017-07-10,2017,7
HAB_MWII,36.603683,-121.889275,5.0,17200.0,2017-07-19 15:30:00+00:00,14.6,25.0,46.05,,,,50.0,,428.0,0.0,214.0,0.0,214.0,9757.0,478080.0,,,,2017-07-19,2017-07-17,2017,7
HAB_MWII,36.603683,-121.889275,5.0,17207.0,2017-07-26 16:00:00+00:00,15.4,25.0,35.89,,,,50.0,,0.0,0.0,0.0,0.0,0.0,6090.0,196920.0,,,,2017-07-26,2017-07-24,2017,7
HAB_MWII,36.603683,-121.889275,5.0,17214.0,2017-08-02 15:20:00+00:00,15.7,25.0,34.2,,,,50.0,,0.0,428.0,214.0,0.0,214.0,19335.0,156442.0,,,,2017-08-02,2017-07-31,2017,8
HAB_MWII,36.603683,-121.889275,5.0,17221.0,2017-08-09 15:30:00+00:00,18.1,25.0,26.43,,,,50.0,,1070.0,428.0,856.0,0.0,428.0,17330.0,5176.0,,,,2017-08-09,2017-08-07,2017,8
HAB_MWII,36.603683,-121.889275,5.0,17228.0,2017-08-16 15:30:00+00:00,15.3,25.0,35.8,,,,50.0,,214.0,214.0,1284.0,0.0,428.0,214.0,3826.0,,,,2017-08-16,2017-08-14,2017,8
HAB_MWII,36.603683,-121.889275,5.0,17235.0,2017-08-23 16:30:00+00:00,15.2,25.0,12.6,,,,50.0,,0.0,40.0,20.0,0.0,10.0,20.0,2025.0,,,,2017-08-23,2017-08-21,2017,8
HAB_MWII,36.603683,-121.889275,5.0,17242.0,2017-08-30 15:30:00+00:00,16.1,25.0,12.34,,,,50.0,,0.0,80.0,20.0,0.0,10.0,10.0,943.0,,,,2017-08-30,2017-08-28,2017,8
HAB_MWII,36.603683,-121.889275,5.0,17249.0,2017-09-06 15:15:00+00:00,17.4,25.0,14.16,,,,50.0,,10.0,10.0,10.0,0.0,10.0,5602.0,17739.0,,,,2017-09-06,2017-09-04,2017,9
HAB_MWII,36.603683,-121.889275,5.0,17256.0,2017-09-13 15:30:00+00:00,18.9,25.0,33.7,,,,50.0,,10.0,2357.0,1886.0,10.0,4008.0,0.0,0.0,,,,2017-09-13,2017-09-11,2017,9
HAB_MWII,36.603683,-121.889275,5.0,17263.0,2017-09-20 15:20:00+00:00,17.0,25.0,6.9,,,,50.0,,10.0,10.0,675.0,10.0,2700.0,75.0,75.0,,,,2017-09-20,2017-09-18,2017,9
HAB_MWII,36.603683,-121.889275,5.0,17270.0,2017-09-27 15:20:00+00:00,18.7,25.0,23.73,,,,50.0,,1000.0,0.0,1000.0,10.0,20041.0,0.0,0.0,,,,2017-09-27,2017-09-25,2017,9
HAB_MWII,36.603683,-121.889275,5.0,17277.0,2017-10-04 16:05:00+00:00,15.6,25.0,10.27,,,,50.0,,10.0,40.0,0.0,10.0,3536.0,1650.0,200.0,,,,2017-10-04,2017-10-02,2017,10
HAB_MWII,36.603683,-121.889275,5.0,17284.0,2017-10-11 15:30:00+00:00,13.8,25.0,14.48,,,,50.0,,1000.0,10.0,10.0,10.0,4000.0,934.0,3310.0,,,,2017-10-11,2017-10-09,2017,10
HAB_MWII,36.603683,-121.889275,5.0,17291.0,2017-10-18 15:15:00+00:00,13.3,25.0,15.94,,,,50.0,,5187.0,0.0,10.0,10.0,7652.0,0.0,0.0,,,,2017-10-18,2017-10-16,2017,10
HAB_MWII,36.603683,-121.889275,5.0,17298.0,2017-10-25 15:15:00+00:00,14.6,25.0,7.8,,,,50.0,,1000.0,0.0,10.0,1000.0,1000.0,0.0,200.0,,,,2017-10-25,2017-10-23,2017,10
HAB_MWII,36.603683,-121.889275,5.0,17305.0,2017-11-01 16:00:00+00:00,13.3,25.0,9.46,,,,50.0,,3000.0,0.0,10.0,4000.0,5000.0,1798.0,8780.0,,,,2017-11-01,2017-10-30,2017,11
HAB_MWII,36.603683,-121.889275,5.0,17312.0,2017-11-08 16:15:00+00:00,14.5,25.0,39.68,,,,50.0,,1000.0,0.0,10.0,39570.0,10713.0,20.0,0.0,,,,2017-11-08,2017-11-06,2017,11
HAB_MWII,36.603683,-121.889275,5.0,17319.0,2017-11-15 16:30:00+00:00,15.4,25.0,39.4,,,,50.0,,5000.0,0.0,30.0,5000.0,21171.0,0.0,0.0,,,,2017-11-15,2017-11-13,2017,11
HAB_MWII,36.603683,-121.889275,5.0,17326.0,2017-11-22 17:30:00+00:00,15.9,25.0,23.67,,,,50.0,,10000.0,0.0,30.0,5000.0,10000.0,0.0,20.0,,,,2017-11-22,2017-11-20,2017,11
HAB_MWII,36.603683,-121.889275,5.0,17333.0,2017-11-29 17:20:00+00:00,14.2,25.0,25.83,,,,50.0,,13675.0,0.0,100.0,2500.0,5000.0,20.0,0.0,,,,2017-11-29,2017-11-27,2017,11
HAB_MWII,36.603683,-121.889275,5.0,17340.0,2017-12-06 16:30:00+00:00,12.1,25.0,4.67,,,,50.0,,5000.0,0.0,30.0,0.0,500.0,338.0,338.0,,,,2017-12-06,2017-12-04,2017,12
HAB_MWII,36.603683,-121.889275,5.0,17354.0,2017-12-20 17:00:00+00:00,13.3,25.0,9.6,,,,50.0,,10000.0,0.0,30.0,10000.0,5000.0,6069.0,457.0,,,,2017-12-20,2017-12-18,2017,12
HAB_MWII,36.603683,-121.889275,5.0,18003.0,2018-01-03 16:30:00+00:00,14.1,,10.18,,,,50.0,,500.0,0.0,10.0,2000.0,1000.0,563.0,563.0,,,,2018-01-03,2018-01-01,2018,1
HAB_MWII,36.603683,-121.889275,5.0,18010.0,2018-01-10 18:00:00+00:00,14.5,,7.06,,,,50.0,,250.0,0.0,10.0,0.0,250.0,0.0,0.0,,,,2018-01-10,2018-01-08,2018,1
HAB_MWII,36.603683,-121.889275,5.0,18017.0,2018-01-17 19:00:00+00:00,15.1,,6.78,,,,50.0,,250.0,0.0,20.0,0.0,250.0,3166.0,1560.0,,,,2018-01-17,2018-01-15,2018,1
HAB_MWII,36.603683,-121.889275,5.0,18024.0,2018-01-24 17:00:00+00:00,14.0,,6.33,,,,50.0,,500.0,0.0,10.0,500.0,500.0,0.0,0.0,,,,2018-01-24,2018-01-22,2018,1
HAB_MWII,36.603683,-121.889275,5.0,18031.0,2018-01-31 16:30:00+00:00,13.3,,7.0,,,,50.0,,1000.0,0.0,20.0,1000.0,1000.0,684.0,2917.0,,,,2018-01-31,2018-01-29,2018,1
HAB_MWII,36.603683,-121.889275,5.0,18038.0,2018-02-07 16:30:00+00:00,13.7,,19.99,,,,50.0,,0.0,0.0,30.0,2000.0,2000.0,6558.0,7396.0,,,,2018-02-07,2018-02-05,2018,2
HAB_MWII,36.603683,-121.889275,5.0,18045.0,2018-02-14 16:30:00+00:00,13.2,,32.15,,,,50.0,,1000.0,10.0,10.0,1000.0,5000.0,12153.0,18455.0,,,,2018-02-14,2018-02-12,2018,2
HAB_MWII,36.603683,-121.889275,5.0,18053.0,2018-02-22 18:00:00+00:00,12.3,,39.0,,,,50.0,,20000.0,10.0,10.0,2000.0,48614.0,0.0,50.0,,,,2018-02-22,2018-02-19,2018,2
HAB_MWII,36.603683,-121.889275,5.0,18059.0,2018-02-28 16:30:00+00:00,12.4,,12.19,,,,50.0,,10000.0,20.0,10.0,1500.0,14629.0,2251.0,2251.0,,,,2018-02-28,2018-02-26,2018,2
HAB_MWII,36.603683,-121.889275,5.0,18066.0,2018-03-07 16:30:00+00:00,12.5,,11.6,,,,50.0,,5176.0,10.0,10.0,500.0,5000.0,50.0,50.0,,,,2018-03-07,2018-03-05,2018,3
HAB_MWII,36.603683,-121.889275,5.0,18074.0,2018-03-15 15:30:00+00:00,12.6,,15.0,,,,50.0,,1000.0,50.0,50.0,500.0,500.0,1800.0,2701.0,,,,2018-03-15,2018-03-12,2018,3
HAB_MWII,36.603683,-121.889275,5.0,18080.0,2018-03-21 17:30:00+00:00,14.4,,7.5,,,,50.0,,0.0,0.0,10.0,0.0,100.0,4704.0,3848.0,,,,2018-03-21,2018-03-19,2018,3
HAB_MWII,36.603683,-121.889275,5.0,18087.0,2018-03-28 17:00:00+00:00,14.8,,8.68,,,,50.0,,0.0,10.0,10.0,0.0,0.0,3133.0,7670.0,,,,2018-03-28,2018-03-26,2018,3
HAB_MWII,36.603683,-121.889275,5.0,18101.0,2018-04-11 16:30:00+00:00,15.2,,14.75,,,,50.0,,0.0,0.0,10.0,0.0,100.0,98435.0,13423.0,,,,2018-04-11,2018-04-09,2018,4
HAB_MWII,36.603683,-121.889275,5.0,18108.0,2018-04-18 16:00:00+00:00,14.4,,10.8,,,,50.0,,500.0,0.0,10.0,0.0,500.0,11109.0,3133.0,,,,2018-04-18,2018-04-16,2018,4
HAB_MWII,36.603683,-121.889275,5.0,18115.0,2018-04-25 15:30:00+00:00,14.0,,19.8,,,,50.0,,10000.0,0.0,10.0,0.0,1000.0,72387.0,28151.0,,,,2018-04-25,2018-04-23,2018,4
HAB_MWII,36.603683,-121.889275,5.0,18122.0,2018-05-02 17:00:00+00:00,14.8,,18.89,,,,50.0,,15000.0,0.0,100.0,0.0,1500.0,6681.0,11375.0,,,,2018-05-02,2018-04-30,2018,5
HAB_MWII,36.603683,-121.889275,5.0,18129.0,2018-05-09 17:00:00+00:00,15.6,,59.3,,,,50.0,,20954.0,10.0,10.0,0.0,7587.0,4204.0,4935.0,,,,2018-05-09,2018-05-07,2018,5
HAB_MWII,36.603683,-121.889275,5.0,18136.0,2018-05-16 15:30:00+00:00,14.5,,57.0,,,,50.0,,8025.0,10.0,10.0,0.0,2900.0,5685.0,51161.0,,,,2018-05-16,2018-05-14,2018,5
HAB_MWII,36.603683,-121.889275,5.0,18143.0,2018-05-23 16:30:00+00:00,15.8,,18.18,,,,50.0,,3000.0,20.0,1000.0,1500.0,2500.0,4026.0,5336.0,,,,2018-05-23,2018-05-21,2018,5
HAB_MWII,36.603683,-121.889275,5.0,18150.0,2018-05-30 15:30:00+00:00,14.7,,57.78,,,,50.0,,4681.0,0.0,10.0,0.0,2229.0,17963.0,17258.0,,,,2018-05-30,2018-05-28,2018,5
HAB_MWII,36.603683,-121.889275,5.0,18171.0,2018-06-20 16:30:00+00:00,13.4,,115.0,,,,50.0,,0.0,0.0,10.0,0.0,500.0,135751.0,18511.0,,,,2018-06-20,2018-06-18,2018,6
HAB_MWII,36.603683,-121.889275,5.0,18178.0,2018-06-27 17:00:00+00:00,15.6,,19.1,,,,50.0,,0.0,0.0,10.0,0.0,5000.0,2236.0,1553.0,,,,2018-06-27,2018-06-25,2018,6
HAB_MWII,36.603683,-121.889275,5.0,18192.0,2018-07-11 15:30:00+00:00,15.1,,26.5,,,,50.0,,500.0,0.0,10.0,0.0,10000.0,103285.0,1043.0,,,,2018-07-11,2018-07-09,2018,7
HAB_MWII,36.603683,-121.889275,5.0,18199.0,2018-07-18 15:30:00+00:00,17.2,,31.3,,,,50.0,,10000.0,30.0,100.0,0.0,20000.0,197563.0,1996.0,,,,2018-07-18,2018-07-16,2018,7
HAB_MWII,36.603683,-121.889275,5.0,18206.0,2018-07-25 16:30:00+00:00,16.4,,48.8,,,,50.0,,5000.0,50.0,7930.0,0.0,50586.0,2357.0,0.0,,,,2018-07-25,2018-07-23,2018,7
HAB_MWII,36.603683,-121.889275,5.0,18213.0,2018-08-01 18:00:00+00:00,15.8,,47.8,,,,50.0,,800.0,200.0,1000.0,0.0,7288.0,11403.0,600.0,,,,2018-08-01,2018-07-30,2018,8
HAB_MWII,36.603683,-121.889275,5.0,18220.0,2018-08-08 15:30:00+00:00,14.5,,39.4,,,,50.0,,3600.0,100.0,1071.0,0.0,12217.0,69000.0,4093.0,,,,2018-08-08,2018-08-06,2018,8
HAB_MWII,36.603683,-121.889275,5.0,18227.0,2018-08-15 17:30:00+00:00,14.2,,25.8,,,,50.0,,100.0,10.0,10.0,0.0,500.0,32165.0,20565.0,,,,2018-08-15,2018-08-13,2018,8
HAB_MWII,36.603683,-121.889275,5.0,18234.0,2018-08-22 16:30:00+00:00,14.8,,21.4,,,,50.0,,0.0,0.0,300.0,0.0,5000.0,0.0,1714.0,,,,2018-08-22,2018-08-20,2018,8
HAB_MWII,36.603683,-121.889275,5.0,18241.0,2018-08-29 16:30:00+00:00,16.2,,20.8,,,,50.0,,0.0,10.0,200.0,0.0,4000.0,1934.0,424.0,,,,2018-08-29,2018-08-27,2018,8
HAB_MWII,36.603683,-121.889275,5.0,18248.0,2018-09-05 16:00:00+00:00,15.6,,13.9,,,,50.0,,0.0,10.0,1000.0,500.0,10000.0,212.0,431.0,,,,2018-09-05,2018-09-03,2018,9
HAB_MWII,36.603683,-121.889275,5.0,18255.0,2018-09-12 16:00:00+00:00,15.6,,35.3,,,,50.0,,0.0,0.0,500.0,500.0,6859.0,34870.0,7142.0,,,,2018-09-12,2018-09-10,2018,9
HAB_MWII,36.603683,-121.889275,5.0,18262.0,2018-09-19 15:30:00+00:00,14.3,,44.6,,,,50.0,,200.0,0.0,1000.0,0.0,20000.0,116436.0,87838.0,,,,2018-09-19,2018-09-17,2018,9
HAB_MWII,36.603683,-121.889275,5.0,18269.0,2018-09-26 16:10:00+00:00,13.9,,25.4,,,,50.0,,160.0,10.0,1600.0,0.0,10000.0,2118.0,14172.0,,,,2018-09-26,2018-09-24,2018,9
HAB_MWII,36.603683,-121.889275,5.0,18276.0,2018-10-03 17:20:00+00:00,15.9,,20.6,,,,50.0,,0.0,0.0,429.0,0.0,857.0,643.0,0.0,,,,2018-10-03,2018-10-01,2018,10
HAB_MWII,36.603683,-121.889275,5.0,18283.0,2018-10-10 17:30:00+00:00,16.5,,14.0,,,,50.0,,10.0,0.0,200.0,0.0,200.0,0.0,0.0,,,,2018-10-10,2018-10-08,2018,10
HAB_MWII,36.603683,-121.889275,5.0,18290.0,2018-10-17 17:15:00+00:00,16.8,,6.8,,,,50.0,,0.0,0.0,1286.0,0.0,3644.0,0.0,0.0,,,,2018-10-17,2018-10-15,2018,10
HAB_MWII,36.603683,-121.889275,5.0,18297.0,2018-10-24 15:45:00+00:00,16.4,,18.0,,,,50.0,,0.0,0.0,10000.0,0.0,5000.0,2778.0,2366.0,,,,2018-10-24,2018-10-22,2018,10
