location_code,latitude,longitude,depth,sampleid,time,temp,chl_volume_filtered,avg_chloro,phosphate,silicate,nitrite_nitrate,da_volume_filtered,pda,akashiwo_sanguinea,alexandrium_spp,dinophysis_spp,lingulodinium_polyedra,prorocentrum_spp,pseudo_nitzschia_delicatissima_group,pseudo_nitzschia_seriata_group,ceratium_spp,cochlodinium_spp,gymnodinium_spp,sample_date,week_start,year,month
HAB_MWII,36.603683,-121.889275,5.0,18304.0,2018-10-31 16:00:00+00:00,14.3,,9.4,,,,50.0,,10.0,0.0,5000.0,100.0,0.0,4051.0,1736.0,,,,2018-10-31,2018-10-29,2018,10
HAB_MWII,36.603683,-121.889275,5.0,18311.0,2018-11-07 18:00:00+00:00,13.3,,18.8,,,,50.0,,0.0,0.0,250.0,0.0,50.0,9279.0,15799.0,,,,2018-11-07,2018-11-05,2018,11
HAB_MWII,36.603683,-121.889275,5.0,18318.0,2018-11-14 17:00:00+00:00,14.3,,12.9,,,,50.0,,10.0,0.0,50.0,0.0,100.0,1715.0,3643.0,,,,2018-11-14,2018-11-12,2018,11
HAB_MWII,36.603683,-121.889275,5.0,18535.0,2018-12-19 16:30:00+00:00,15.9,,7.6,,,,50.0,,0.0,0.0,0.0,10.0,0.0,645.0,855.0,,,,2018-12-19,2018-12-17,2018,12
HAB_MWII,36.603683,-121.889275,5.0,19009.0,2019-01-09 16:30:00+00:00,13.7,,3.1,,,,50.0,,0.0,0.0,15.0,0.0,0.0,1500.0,0.0,,,,2019-01-09,2019-01-07,2019,1
HAB_MWII,36.603683,-121.889275,5.0,19016.0,2019-01-16 17:00:00+00:00,13.7,,0.88,,,,50.0,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,,,,2019-01-16,2019-01-14,2019,1
HAB_MWII,36.603683,-121.889275,5.0,19072.0,2019-03-13 17:20:00+00:00,13.7,,5.1,,,,50.0,,214.0,0.0,214.0,428.0,0.0,2652.0,3979.0,,,,2019-03-13,2019-03-11,2019,3
HAB_MWII,36.603683,-121.889275,5.0,19079.0,2019-03-20 17:00:00+00:00,14.9,,46.68,,,,50.0,,4500.0,456.0,428.0,0.0,0.0,15856.0,46814.0,,,,2019-03-20,2019-03-18,2019,3
HAB_MWII,36.603683,-121.889275,5.0,19087.0,2019-03-28 17:55:00+00:00,14.4,,4.41,,,,50.0,,0.0,1368.0,10.0,0.0,214.0,267.0,267.0,,,,2019-03-28,2019-03-25,2019,3
HAB_MWII,36.603683,-121.889275,5.0,19093.0,2019-04-03 17:00:00+00:00,14.3,,11.25,,,,50.0,,0.0,0.0,2.0,0.0,0.0,12999.0,40848.0,,,,2019-04-03,2019-04-01,2019,4
HAB_MWII,36.603683,-121.889275,5.0,19100.0,2019-04-10 17:20:00+00:00,15.3,,11.43,,,,50.0,,0.0,225.0,0.0,0.0,0.0,6.0,11.0,,,,2019-04-10,2019-04-08,2019,4
HAB_MWII,36.603683,-121.889275,5.0,19107.0,2019-04-17 17:15:00+00:00,14.2,,25.26,,,,50.0,,200.0,0.0,236.0,0.0,200.0,8963.0,3298.0,,,,2019-04-17,2019-04-15,2019,4
HAB_MWII,36.603683,-121.889275,5.0,19114.0,2019-04-24 17:17:00+00:00,16.0,,22.94,,,,50.0,,943.0,0.0,236.0,0.0,943.0,21212.0,4253.0,,,,2019-04-24,2019-04-22,2019,4
HAB_MWII,36.603683,-121.889275,5.0,19123.0,2019-05-03 17:15:00+00:00,15.2,,12.224,,,,50.0,,0.0,0.0,439.0,0.0,0.0,0.0,0.0,0.0,220.0,,2019-05-03,2019-04-29,2019,5
HAB_MWII,36.603683,-121.889275,5.0,19128.0,2019-05-08 17:30:00+00:00,14.77,,19.47,,,,50.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,,2019-05-08,2019-05-06,2019,5
HAB_MWII,36.603683,-121.889275,5.0,19135.0,2019-05-15 17:45:00+00:00,16.2,,39.746,,,,50.0,,0.0,0.0,0.0,0.0,230.0,0.0,0.0,230.0,1843.0,,2019-05-15,2019-05-13,2019,5
HAB_MWII,36.603683,-121.889275,5.0,19142.0,2019-05-22 17:25:00+00:00,15.6,,7.74,,,,50.0,,472.0,0.0,0.0,0.0,476.0,1179.0,1179.0,0.0,236.0,,2019-05-22,2019-05-20,2019,5
HAB_MWII,36.603683,-121.889275,5.0,19149.0,2019-05-29 17:00:00+00:00,14.8,,26.489,,,,50.0,,3205.0,200.0,247.0,0.0,2712.0,190847.0,45057.0,,3451.0,,2019-05-29,2019-05-27,2019,5
HAB_MWII,36.603683,-121.889275,5.0,19156.0,2019-06-05 16:45:00+00:00,13.8,,26.88,,,,50.0,,472.0,236.0,0.0,0.0,943.0,113841.0,,,472.0,,2019-06-05,2019-06-03,2019,6
HAB_MWII,36.603683,-121.889275,5.0,19163.0,2019-06-12 18:30:00+00:00,13.65,,0.446,,,,50.0,,627.0,418.0,627.0,0.0,3344.0,0.0,8569.0,,627.0,,2019-06-12,2019-06-10,2019,6
HAB_MWII,36.603683,-121.889275,5.0,19170.0,2019-06-19 17:10:00+00:00,15.28,,26.018,,,,50.0,,943.0,1.0,0.0,0.0,4008.0,10600.0,46696.0,,707.0,,2019-06-19,2019-06-17,2019,6
HAB_MWII,36.603683,-121.889275,5.0,19177.0,2019-06-26 17:20:00+00:00,16.87,,33.357,,,,50.0,,1929.0,1.0,241.0,0.0,2170.0,2171.0,723.0,,0.0,,2019-06-26,2019-06-24,2019,6
HAB_MWII,36.603683,-121.889275,5.0,19184.0,2019-07-03 17:40:00+00:00,16.45,,12.6,,,,50.0,,472.0,0.0,1886.0,0.0,236.0,943.0,0.0,,1179.0,,2019-07-03,2019-07-01,2019,7
HAB_MWII,36.603683,-121.889275,5.0,19191.0,2019-07-10 16:50:00+00:00,14.57,,31.783,,,,50.0,,230.0,0.0,461.0,0.0,230.0,11287.0,5534.0,691.0,230.0,,2019-07-10,2019-07-08,2019,7
HAB_MWII,36.603683,-121.889275,5.0,19198.0,2019-07-17 18:00:00+00:00,15.65,,35.35,,,,50.0,,1763.0,1.0,1511.0,0.0,2771.0,96916.0,7858.0,252.0,4785.0,,2019-07-17,2019-07-15,2019,7
HAB_MWII,36.603683,-121.889275,5.0,19205.0,2019-07-24 17:40:00+00:00,15.4,,35.567,,,,50.0,,1233.0,0.0,740.0,0.0,7395.0,17994.0,17994.0,246.0,1233.0,,2019-07-24,2019-07-22,2019,7
HAB_MWII,36.603683,-121.889275,5.0,19212.0,2019-07-31 17:35:00+00:00,15.62,,31.727,,,,50.0,,7642.0,0.0,986.0,0.0,5423.0,1479.0,0.0,0.0,1233.0,,2019-07-31,2019-07-29,2019,7
HAB_MWII,36.603683,-121.889275,5.0,19219.0,2019-08-07 17:40:00+00:00,13.45,,20.663,,,,50.0,,1511.0,0.0,247.0,0.0,2771.0,3272.0,3780.0,504.0,247.0,,2019-08-07,2019-08-05,2019,8
HAB_MWII,36.603683,-121.889275,5.0,19226.0,2019-08-14 17:25:00+00:00,15.85,,71.012,,,,50.0,,20578.0,0.0,257.0,0.0,18520.0,20586.0,10795.0,2058.0,1799.0,,2019-08-14,2019-08-12,2019,8
HAB_MWII,36.603683,-121.889275,5.0,19233.0,2019-08-21 17:40:00+00:00,16.165,,24.74,,,,50.0,,5546.0,482.0,723.0,0.0,8681.0,5788.0,3858.0,2653.0,723.0,,2019-08-21,2019-08-19,2019,8
HAB_MWII,36.603683,-121.889275,5.0,19240.0,2019-08-28 17:45:00+00:00,17.95,,74.145,,,,50.0,,17362.0,0.0,282.0,0.0,25320.0,241.0,0.0,5305.0,7717.0,,2019-08-28,2019-08-26,2019,8
HAB_MWII,36.603683,-121.889275,5.0,19247.0,2019-09-04 17:40:00+00:00,15.25,,28.346,,,,50.0,,24404.0,0.0,0.0,0.0,23171.0,0.0,0.0,246.0,3944.0,,2019-09-04,2019-09-02,2019,9
HAB_MWII,36.603683,-121.889275,5.0,19254.0,2019-09-11 17:25:00+00:00,14.85,,17.956,,,,50.0,,8231.0,0.0,257.0,0.0,3858.0,772.0,0.0,772.0,1801.0,,2019-09-11,2019-09-09,2019,9
HAB_MWII,36.603683,-121.889275,5.0,19261.0,2019-09-18 17:30:00+00:00,13.95,,12.883,,,,50.0,,11816.0,0.0,0.0,0.0,1929.0,5546.0,6511.0,241.0,0.0,,2019-09-18,2019-09-16,2019,9
HAB_MWII,36.603683,-121.889275,5.0,19275.0,2019-10-02 17:50:00+00:00,16.59,,13.88,,,,50.0,,7807.0,0.0,252.0,0.0,4029.0,2770.0,756.0,504.0,252.0,,2019-10-02,2019-09-30,2019,10
HAB_MWII,36.603683,-121.889275,5.0,19282.0,2019-10-09 17:50:00+00:00,14.52,,42.975,,,,50.0,,1801.0,0.0,257.0,0.0,2829.0,15176.0,9774.0,0.0,0.0,,2019-10-09,2019-10-07,2019,10
HAB_MWII,36.603683,-121.889275,5.0,19289.0,2019-10-16 17:45:00+00:00,13.46,,42.569,,,,50.0,,159.0,0.0,0.0,0.0,318.0,20054.0,2228.0,159.0,0.0,,2019-10-16,2019-10-14,2019,10
HAB_MWII,36.603683,-121.889275,5.0,19296.0,2019-10-23 17:30:00+00:00,14.25,,25.79,,,,50.0,,498.0,0.0,0.0,0.0,332.0,997.0,499.0,166.0,0.0,0.0,2019-10-23,2019-10-21,2019,10
HAB_MWII,36.603683,-121.889275,5.0,19303.0,2019-10-30 18:00:00+00:00,12.14,,16.843,,,,50.0,,144.0,72.0,0.0,144.0,1010.0,7215.0,2886.0,0.0,0.0,0.0,2019-10-30,2019-10-28,2019,10
HAB_MWII,36.603683,-121.889275,5.0,19310.0,2019-11-06 18:35:00+00:00,14.215,,31.919,,,,50.0,,997.0,83.0,166.0,166.0,2826.0,0.0,83.0,2327.0,831.0,372.0,2019-11-06,2019-11-04,2019,11
HAB_MWII,36.603683,-121.889275,5.0,20008.0,2020-01-08 19:05:00+00:00,13.43,,8.222,,,,50.0,,170.0,0.0,340.0,0.0,170.0,1019.0,1018.0,0.0,0.0,0.0,2020-01-08,2020-01-06,2020,1
HAB_MWII,36.603683,-121.889275,5.0,20015.0,2020-01-15 18:45:00+00:00,12.13,,13.13,,,,50.0,,2037.0,0.0,679.0,3735.0,1019.0,340.0,6451.0,2377.0,0.0,1359.0,2020-01-15,2020-01-13,2020,1
HAB_MWII,36.603683,-121.889275,5.0,20022.0,2020-01-22 18:45:00+00:00,12.67,,9.472,,,,50.0,,298.0,0.0,149.0,149.0,0.0,1485.0,446.0,149.0,0.0,0.0,2020-01-22,2020-01-20,2020,1
HAB_MWII,36.603683,-121.889275,5.0,20036.0,2020-02-05 19:15:00+00:00,11.9,,17.27,,,,50.0,,162.0,0.0,485.0,1778.0,323.0,1293.0,2102.0,1778.0,0.0,0.0,2020-02-05,2020-02-03,2020,2
HAB_MWII,36.603683,-121.889275,5.0,20043.0,2020-02-12 18:45:00+00:00,11.97,,16.276,,,,50.0,,1443.0,721.0,361.0,2705.0,2886.0,4149.0,6493.0,2525.0,0.0,0.0,2020-02-12,2020-02-10,2020,2
HAB_MWII,36.603683,-121.889275,5.0,20050.0,2020-02-19 18:55:00+00:00,12.5,,7.551,,,,50.0,,651.0,81.0,163.0,81.0,163.0,81.0,4881.0,488.0,0.0,0.0,2020-02-19,2020-02-17,2020,2
HAB_MWII,36.603683,-121.889275,5.0,20057.0,2020-02-26 19:15:00+00:00,13.2,,23.314,,,,50.0,,759.0,27.0,163.0,108.0,675.0,1573.0,1003.0,759.0,54.0,0.0,2020-02-26,2020-02-24,2020,2
HAB_MWII,36.603683,-121.889275,5.0,20064.0,2020-03-04 19:00:00+00:00,13.4,,31.86,,,,50.0,,54.0,163.0,0.0,0.0,217.0,390.0,325.0,325.0,0.0,0.0,2020-03-04,2020-03-02,2020,3
HAB_MWII,36.603683,-121.889275,5.0,20071.0,2020-03-11 18:15:00+00:00,13.17,,7.167,,,,50.0,,0.0,0.0,13.0,0.0,53.0,159.0,53.0,25.0,0.0,0.0,2020-03-11,2020-03-09,2020,3
HAB_MWII,36.603683,-121.889275,5.0,21147.0,2021-05-27 17:20:00+00:00,13.7,,42.03,,,,250.0,,0.0,975.0,1170.0,5557.0,877.0,6337.0,6825.0,2437.0,0.0,0.0,2021-05-27,2021-05-24,2021,5
HAB_MWII,36.603683,-121.889275,5.0,21154.0,2021-06-03 17:20:00+00:00,12.9,,26.895,,,,250.0,,0.0,3480.0,240.0,0.0,1440.0,5040.0,42600.0,360.0,0.0,0.0,2021-06-03,2021-05-31,2021,6
HAB_MWII,36.603683,-121.889275,5.0,21160.0,2021-06-05 16:45:00+00:00,14.1,,22.115,,,,250.0,,0.0,0.0,90.0,0.0,540.0,10980.0,111780.0,0.0,0.0,0.0,2021-06-05,2021-05-31,2021,6
HAB_MWII,36.603683,-121.889275,5.0,21167.0,2021-06-16 17:00:00+00:00,,,32.215,,,,250.0,,0.0,0.0,3075.0,0.0,1500.0,0.0,3975.0,3075.0,0.0,0.0,2021-06-16,2021-06-14,2021,6
HAB_MWII,36.603683,-121.889275,5.0,21176.0,2021-06-25 16:45:00+00:00,18.5,,34.66,,,,250.0,,0.0,0.0,7475.0,0.0,4485.0,0.0,6565.0,4615.0,0.0,0.0,2021-06-25,2021-06-21,2021,6
HAB_MWII,36.603683,-121.889275,5.0,21187.0,2021-07-07 18:06:00+00:00,17.0,,5.36,,,,250.0,,0.0,0.0,160.0,0.0,320.0,0.0,2000.0,240.0,240.0,0.0,2021-07-07,2021-07-05,2021,7
HAB_MWII,36.603683,-121.889275,5.0,21195.0,2021-07-14 16:09:00+00:00,17.0,,14.13,,,,250.0,,225.0,0.0,0.0,0.0,1800.0,0.0,1725.0,300.0,0.0,0.0,2021-07-14,2021-07-12,2021,7
HAB_MWII,36.603683,-121.889275,5.0,21201.0,2021-07-22 16:44:00+00:00,18.0,,24.45,,,,250.0,,700.0,3850.0,1610.0,0.0,14490.0,0.0,9660.0,4620.0,8960.0,140.0,2021-07-22,2021-07-19,2021,7
HAB_MWII,36.603683,-121.889275,5.0,21210.0,2021-07-29 16:34:00+00:00,17.2,,18.26,,,,250.0,,2325.0,450.0,1725.0,150.0,107025.0,0.0,39225.0,6450.0,60000.0,0.0,2021-07-29,2021-07-26,2021,7
HAB_MWII,36.603683,-121.889275,5.0,21222.0,2021-08-12 16:21:00+00:00,17.4,,12.06,,,,250.0,,1575.0,150.0,750.0,0.0,7050.0,0.0,9600.0,7200.0,82200.0,75.0,2021-08-12,2021-08-09,2021,8
HAB_MWII,36.603683,-121.889275,5.0,21226.0,2021-08-16 18:10:00+00:00,15.1,,15.12,,,,250.0,,1200.0,600.0,300.0,0.0,67725.0,0.0,6600.0,7200.0,6675.0,0.0,2021-08-16,2021-08-16,2021,8
HAB_MWII,36.603683,-121.889275,5.0,21240.0,2021-09-01 16:30:00+00:00,18.5,,13.1,,,,250.0,,67520.0,80.0,160.0,0.0,6080.0,1600.0,3680.0,1520.0,0.0,160.0,2021-09-01,2021-08-30,2021,9
HAB_MWII,36.603683,-121.889275,5.0,21255.0,2021-09-15 16:07:00+00:00,16.4,,8.02,,,,250.0,,11200.0,2100.0,350.0,70.0,11060.0,2940.0,37380.0,770.0,70.0,0.0,2021-09-15,2021-09-13,2021,9
HAB_MWII,36.603683,-121.889275,5.0,21272.0,2021-09-29 16:50:00+00:00,16.7,,26.0,,,,250.0,,52360.0,1530.0,3655.0,255.0,14025.0,510.0,2805.0,6055.0,5100.0,255.0,2021-09-29,2021-09-27,2021,9
HAB_MWII,36.603683,-121.889275,5.0,21279.0,2021-10-06 15:24:00+00:00,17.4,,8.03,,,,250.0,,450.0,1200.0,0.0,75.0,675.0,4275.0,80550.0,825.0,150.0,0.0,2021-10-06,2021-10-04,2021,10
HAB_MWII,36.603683,-121.889275,5.0,21285.0,2021-10-13 16:54:00+00:00,15.9,,11.3,,,,250.0,,18430.0,1140.0,475.0,0.0,1140.0,285.0,1425.0,950.0,0.0,190.0,2021-10-13,2021-10-11,2021,10
HAB_MWII,36.603683,-121.889275,5.0,21299.0,2021-10-27 16:32:00+00:00,16.1,,9.94,,,,250.0,,850.0,15980.0,1020.0,85.0,5440.0,0.0,850.0,7820.0,0.0,0.0,2021-10-27,2021-10-25,2021,10
HAB_MWII,36.603683,-121.889275,5.0,21306.0,2021-11-03 16:45:00+00:00,16.7,,13.19,,,,250.0,,1650.0,3900.0,300.0,150.0,12975.0,0.0,1800.0,4275.0,0.0,1200.0,2021-11-03,2021-11-01,2021,11
HAB_MWII,36.603683,-121.889275,5.0,21313.0,2021-11-09 18:03:00+00:00,,,7.83,,,,250.0,,425.0,0.0,0.0,0.0,3230.0,510.0,3145.0,1785.0,0.0,0.0,2021-11-09,2021-11-08,2021,11
HAB_MWII,36.603683,-121.889275,5.0,21321.0,2021-11-17 17:30:00+00:00,14.5,,13.78,,,,250.0,,1155.0,577.0,82.0,660.0,4454.0,3960.0,8580.0,5527.0,0.0,660.0,2021-11-17,2021-11-15,2021,11
HAB_MWII,36.603683,-121.889275,5.0,21328.0,2021-11-24 17:42:00+00:00,,,10.29,,,,250.0,,3382.0,495.0,0.0,165.0,6270.0,1237.0,17077.0,3794.0,0.0,82.0,2021-11-24,2021-11-22,2021,11
HAB_MWII,36.603683,-121.889275,5.0,21335.0,2021-12-01 17:18:00+00:00,13.22,,7.43,,,,250.0,,0.0,170.0,0.0,0.0,255.0,1530.0,21505.0,0.0,0.0,0.0,2021-12-01,2021-11-29,2021,12
HAB_MWII,36.603683,-121.889275,5.0,21342.0,2021-12-08 18:12:00+00:00,14.0,,2.49,,,,250.0,,170.0,0.0,0.0,0.0,170.0,0.0,935.0,85.0,0.0,0.0,2021-12-08,2021-12-06,2021,12
HAB_MWII,36.603683,-121.889275,5.0,21349.0,2021-12-15 17:45:00+00:00,12.8,,5.67,,,,250.0,,0.0,880.0,0.0,0.0,160.0,0.0,1600.0,480.0,0.0,0.0,2021-12-15,2021-12-13,2021,12
HAB_MWII,36.603683,-121.889275,5.0,21356.0,2021-12-22 18:05:00+00:00,12.5,,5.97,,,,250.0,,0.0,170.0,85.0,0.0,340.0,0.0,2125.0,255.0,0.0,0.0,2021-12-22,2021-12-20,2021,12
HAB_MWII,36.603683,-121.889275,5.0,21363.0,2021-12-29 18:15:00+00:00,12.2,,2.68,,,,250.0,,0.0,0.0,0.0,0.0,0.0,0.0,960.0,0.0,0.0,0.0,2021-12-29,2021-12-27,2021,12
HAB_MWII,36.603683,-121.889275,5.0,22005.0,2022-01-05 18:03:00+00:00,,,7.9,,,,250.0,,0.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,2022-01-05,2022-01-03,2022,1
HAB_MWII,36.603683,-121.889275,5.0,22012.0,2022-01-12 18:24:00+00:00,11.8,,6.47,,,,250.0,,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,2022-01-12,2022-01-10,2022,1
HAB_MWII,36.603683,-121.889275,5.0,22026.0,2022-01-26 18:27:00+00:00,12.1,,3.27,,,,250.0,,0.0,240.0,0.0,0.0,240.0,0.0,8720.0,3040.0,0.0,0.0,2022-01-26,2022-01-24,2022,1
HAB_MWII,36.603683,-121.889275,5.0,22032.0,2022-02-01 19:37:00+00:00,12.1,,7.96,,,,250.0,,0.0,0.0,0.0,80.0,240.0,0.0,7040.0,240.0,0.0,0.0,2022-02-01,2022-01-31,2022,2
HAB_MWII,36.603683,-121.889275,5.0,22040.0,2022-02-09 17:30:00+00:00,,,4.66,,,,250.0,,0.0,0.0,0.0,0.0,95.0,0.0,1045.0,285.0,0.0,0.0,2022-02-09,2022-02-07,2022,2
HAB_MWII,36.603683,-121.889275,5.0,22047.0,2022-02-16 17:08:00+00:00,13.2,,4.09,,,,250.0,,225.0,0.0,0.0,75.0,75.0,0.0,600.0,825.0,0.0,0.0,2022-02-16,2022-02-14,2022,2
HAB_MWII,36.603683,-121.889275,5.0,22054.0,2022-02-23 18:08:00+00:00,12.4,,7.13,,,,250.0,,0.0,0.0,0.0,0.0,95.0,475.0,855.0,95.0,285.0,0.0,2022-02-23,2022-02-21,2022,2
HAB_MWII,36.603683,-121.889275,5.0,22061.0,2022-03-02 17:30:00+00:00,11.8,,19.92,,,,250.0,,0.0,0.0,0.0,0.0,100.0,120000.0,16400.0,700.0,0.0,0.0,2022-03-02,2022-02-28,2022,3
HAB_MWII,36.603683,-121.889275,5.0,22068.0,2022-03-09 17:45:00+00:00,12.3,,1.69,,,,250.0,,0.0,0.0,270.0,0.0,630.0,0.0,720.0,1170.0,0.0,0.0,2022-03-09,2022-03-07,2022,3
HAB_MWII,36.603683,-121.889275,5.0,22075.0,2022-03-16 16:54:00+00:00,12.2,,8.34,,,,250.0,,0.0,0.0,0.0,0.0,0.0,16740.0,15030.0,1350.0,0.0,0.0,2022-03-16,2022-03-14,2022,3
HAB_MWII,36.603683,-121.889275,5.0,22080.0,2022-03-21 17:28:00+00:00,12.1,,7.48,,,,250.0,,0.0,0.0,0.0,0.0,0.0,2550.0,2850.0,75.0,0.0,0.0,2022-03-21,2022-03-21,2022,3
HAB_MWII,36.603683,-121.889275,5.0,22089.0,2022-03-30 17:12:00+00:00,11.9,,53.39,,,,250.0,,0.0,180.0,900.0,0.0,450.0,28080.0,50400.0,21240.0,0.0,0.0,2022-03-30,2022-03-28,2022,3
HAB_MWII,36.603683,-121.889275,5.0,22096.0,2022-04-06 16:04:00+00:00,12.4,,16.88,,,,250.0,,0.0,0.0,510.0,0.0,680.0,5780.0,42665.0,7140.0,0.0,0.0,2022-04-06,2022-04-04,2022,4
